#epoch loss_f loss_bc_u_top loss_bc_u_rest loss_bc_v u_avg u_std v_avg v_std
1448 3.6982e-03 7.5731e-03 1.9668e-02 3.5255e-03 9.7000e-01 6.3819e-02 1.6644e-02 7.1389e-02
1449 4.1490e-03 6.4832e-03 2.0589e-02 3.5444e-03 9.5798e-01 6.4955e-02 3.4452e-02 7.2018e-02
1450 4.0678e-03 7.4365e-03 1.9609e-02 3.8048e-03 9.5740e-01 6.4622e-02 1.8242e-02 7.0221e-02
1451 4.9380e-03 7.4459e-03 1.9476e-02 3.5489e-03 9.8049e-01 6.2998e-02 3.8209e-02 7.5994e-02
1452 5.7938e-03 5.9044e-03 2.1137e-02 4.1690e-03 9.1943e-01 6.8296e-02 1.3992e-02 6.4637e-02
1453 9.1539e-03 1.2434e-02 1.6822e-02 3.2714e-03 1.0105e+00 5.9924e-02 4.3021e-02 8.0708e-02
1454 1.6531e-02 5.4003e-03 2.3760e-02 4.6539e-03 8.5983e-01 7.0747e-02 -3.6668e-04 5.4330e-02
1455 2.7838e-02 2.5696e-02 1.3869e-02 2.9299e-03 1.0127e+00 5.5590e-02 5.0457e-02 8.1743e-02
1456 3.8015e-02 5.0249e-03 2.6173e-02 4.9795e-03 8.9262e-01 6.3136e-02 -5.6304e-03 5.4251e-02
1457 2.3424e-02 1.6782e-02 1.7129e-02 3.0724e-03 9.3380e-01 5.9606e-02 3.5087e-02 6.0303e-02
1458 6.8432e-03 9.3842e-03 2.0911e-02 3.3670e-03 1.0135e+00 5.1331e-02 1.8219e-02 6.4949e-02
1459 1.1001e-02 4.6575e-03 2.8382e-02 3.3439e-03 9.0124e-01 6.0201e-02 1.8449e-03 4.7398e-02
1460 1.6810e-02 1.4688e-02 1.8579e-02 2.7184e-03 9.4534e-01 6.0153e-02 2.8335e-02 5.6402e-02
1461 9.1851e-03 8.0874e-03 2.2274e-02 3.0134e-03 1.0065e+00 5.7122e-02 -1.1764e-02 6.1219e-02
1462 8.0001e-03 5.0571e-03 2.6789e-02 3.0871e-03 9.1780e-01 6.2781e-02 -5.7413e-03 5.3767e-02
1463 1.2288e-02 1.2041e-02 1.8971e-02 2.8016e-03 9.5453e-01 5.7116e-02 3.3128e-02 6.6261e-02
1464 9.5550e-03 6.8697e-03 2.2801e-02 3.4639e-03 9.9069e-01 5.5411e-02 2.6874e-03 6.8127e-02
1465 5.8368e-03 4.8657e-03 2.4784e-02 3.3724e-03 9.3307e-01 6.4921e-02 1.5266e-02 6.1981e-02
1466 7.8500e-03 1.0095e-02 1.9172e-02 3.0364e-03 9.6302e-01 5.8805e-02 2.5618e-02 7.0998e-02
1467 7.5472e-03 6.3761e-03 2.2235e-02 3.6525e-03 9.5493e-01 6.0005e-02 4.7214e-03 6.6755e-02
1468 6.0911e-03 7.1443e-03 2.1062e-02 3.3632e-03 9.5847e-01 6.3979e-02 3.1164e-02 6.7104e-02
1469 6.5828e-03 7.3052e-03 2.0255e-02 3.5455e-03 9.7882e-01 6.2133e-02 2.2592e-02 7.2467e-02
1470 6.0673e-03 5.8797e-03 2.1990e-02 3.7704e-03 9.2288e-01 6.7610e-02 9.8099e-03 6.5999e-02
1471 6.6708e-03 1.1823e-02 1.7747e-02 3.2619e-03 9.8788e-01 6.4253e-02 3.8845e-02 7.6489e-02
1472 6.7918e-03 5.8619e-03 2.1769e-02 4.1836e-03 9.5946e-01 6.4730e-02 1.3117e-02 7.1489e-02
1473 5.9913e-03 7.3015e-03 1.9984e-02 3.5825e-03 9.4540e-01 6.5320e-02 2.7366e-02 7.2217e-02
1474 3.3822e-03 8.6510e-03 1.9108e-02 3.7543e-03 9.8176e-01 6.3214e-02 2.9413e-02 7.5930e-02
1475 4.6223e-03 5.8918e-03 2.1413e-02 3.9809e-03 9.4835e-01 6.5254e-02 1.3521e-02 6.8573e-02
1476 5.6180e-03 8.3424e-03 1.9196e-02 3.4198e-03 9.6089e-01 6.3279e-02 3.6235e-02 7.2348e-02
1477 4.6080e-03 7.0149e-03 2.0382e-02 3.9466e-03 9.6158e-01 6.3154e-02 2.3397e-02 7.0045e-02
1478 4.1539e-03 6.9588e-03 2.0341e-02 3.5560e-03 9.6759e-01 6.2957e-02 2.1110e-02 7.0083e-02
1479 3.4735e-03 6.5310e-03 2.0926e-02 3.5495e-03 9.5256e-01 6.4989e-02 3.3205e-02 6.8487e-02
1480 3.9911e-03 7.9085e-03 1.9734e-02 3.6340e-03 9.6184e-01 6.4800e-02 1.8070e-02 6.7337e-02
1481 4.7502e-03 7.1303e-03 2.0054e-02 3.3639e-03 9.8026e-01 6.3508e-02 3.0351e-02 7.1991e-02
1482 4.2602e-03 5.9769e-03 2.1467e-02 3.7732e-03 9.2998e-01 6.7597e-02 2.5092e-02 6.5429e-02
1483 3.6404e-03 1.0793e-02 1.7818e-02 3.3637e-03 9.8488e-01 6.3685e-02 2.3691e-02 7.2606e-02
1484 3.8410e-03 5.8563e-03 2.1475e-02 3.7160e-03 9.6125e-01 6.4712e-02 3.5299e-02 7.2477e-02
1485 3.3633e-03 7.1624e-03 1.9829e-02 3.8796e-03 9.4367e-01 6.5941e-02 2.7898e-02 7.0110e-02
1486 3.4891e-03 8.9140e-03 1.8586e-02 3.6539e-03 9.8597e-01 6.4690e-02 3.4262e-02 7.5324e-02
1487 4.1377e-03 5.9463e-03 2.1106e-02 4.0230e-03 9.4113e-01 6.8475e-02 2.9790e-02 6.8759e-02
1488 4.7499e-03 9.5122e-03 1.7825e-02 3.5646e-03 9.8141e-01 6.4182e-02 3.1290e-02 7.4961e-02
1489 4.9584e-03 6.0093e-03 2.0892e-02 4.0096e-03 9.3950e-01 6.8109e-02 2.8656e-02 6.7420e-02
1490 4.9715e-03 9.6499e-03 1.7727e-02 3.5242e-03 9.9203e-01 6.3653e-02 3.3189e-02 7.5072e-02
1491 4.6126e-03 5.7082e-03 2.1438e-02 4.0370e-03 9.3407e-01 6.6676e-02 2.3535e-02 6.7583e-02
1492 4.5411e-03 1.0138e-02 1.7695e-02 3.4941e-03 9.7679e-01 6.3135e-02 4.0283e-02 7.4598e-02
1493 4.6133e-03 6.0676e-03 2.0603e-02 4.1503e-03 9.6065e-01 6.4049e-02 1.8738e-02 6.9256e-02
1494 5.6783e-03 7.1260e-03 1.9368e-02 3.5436e-03 9.6478e-01 6.3272e-02 3.9608e-02 7.3439e-02
1495 5.5030e-03 6.7311e-03 1.9916e-02 4.0689e-03 9.4632e-01 6.5256e-02 1.1007e-02 6.6485e-02
1496 6.6123e-03 8.5400e-03 1.8398e-02 3.3487e-03 9.9019e-01 6.2498e-02 3.6438e-02 7.4635e-02
1497 6.9505e-03 5.5904e-03 2.1426e-02 4.0473e-03 9.1989e-01 6.6634e-02 1.2458e-02 6.2840e-02
1498 8.1229e-03 1.2142e-02 1.6759e-02 3.1997e-03 9.9742e-01 5.9737e-02 3.4401e-02 7.6618e-02
1499 9.1404e-03 5.2208e-03 2.2571e-02 4.1488e-03 9.1676e-01 6.6051e-02 1.4068e-02 6.1517e-02
1500 1.0076e-02 1.2580e-02 1.6703e-02 3.1630e-03 9.9104e-01 5.8245e-02 3.0681e-02 7.4324e-02
1501 8.9766e-03 5.1155e-03 2.2737e-02 3.9985e-03 9.3004e-01 6.3044e-02 1.8928e-02 6.2912e-02
1502 6.4926e-03 1.0238e-02 1.7984e-02 3.2741e-03 9.7708e-01 6.0194e-02 3.0011e-02 6.9252e-02
1503 4.1585e-03 5.7208e-03 2.1245e-02 3.6881e-03 9.6358e-01 6.2115e-02 1.9848e-02 6.6560e-02
1504 3.7174e-03 6.6838e-03 1.9984e-02 3.4114e-03 9.4613e-01 6.4330e-02 2.6864e-02 6.5687e-02
1505 4.2711e-03 8.4485e-03 1.8452e-02 3.3917e-03 9.9311e-01 6.0437e-02 2.2923e-02 7.2733e-02
1506 5.1097e-03 5.3255e-03 2.1869e-02 3.7376e-03 9.2473e-01 6.6729e-02 2.0875e-02 6.4448e-02
1507 6.5903e-03 1.1425e-02 1.6816e-02 3.2638e-03 9.9911e-01 5.9775e-02 3.0927e-02 7.7176e-02
1508 7.9903e-03 5.2295e-03 2.2289e-02 4.0992e-03 9.1631e-01 6.6446e-02 1.4513e-02 6.3218e-02
1509 1.0354e-02 1.2705e-02 1.6406e-02 3.2290e-03 9.9250e-01 5.9111e-02 4.5985e-02 7.6795e-02
1510 1.3599e-02 5.1909e-03 2.2190e-02 4.4724e-03 9.1780e-01 6.4458e-02 -4.7945e-03 6.0046e-02
1511 1.8487e-02 1.2225e-02 1.6934e-02 3.1989e-03 9.7069e-01 6.1147e-02 5.5021e-02 7.2564e-02
1512 2.2633e-02 6.1332e-03 2.0981e-02 4.4653e-03 9.3799e-01 6.0953e-02 -2.0128e-02 5.7847e-02
1513 2.2673e-02 8.9828e-03 1.8850e-02 3.3201e-03 9.4841e-01 6.1611e-02 4.5521e-02 6.4557e-02
1514 1.3510e-02 7.8981e-03 1.9686e-02 3.7212e-03 9.7709e-01 5.8089e-02 1.9727e-03 6.1549e-02
1515 5.5503e-03 5.5058e-03 2.2233e-02 3.1731e-03 9.4508e-01 6.0412e-02 7.2806e-03 5.7491e-02
1516 5.7894e-03 8.1248e-03 1.9774e-02 2.9974e-03 9.7370e-01 5.9215e-02 3.4193e-02 6.5966e-02
1517 1.0567e-02 5.7714e-03 2.1999e-02 3.5653e-03 9.3605e-01 6.1047e-02 -1.2982e-02 5.7457e-02
1518 1.0744e-02 9.2278e-03 1.8959e-02 3.0466e-03 9.6961e-01 5.7548e-02 1.9082e-02 6.7127e-02
1519 4.2278e-03 5.8097e-03 2.1636e-02 3.4129e-03 9.5995e-01 5.7091e-02 3.6164e-02 6.7778e-02
1520 5.0309e-03 6.4104e-03 2.0809e-02 3.7175e-03 9.5471e-01 5.7709e-02 -1.0255e-03 6.3845e-02
1521 1.0131e-02 6.9047e-03 2.0203e-02 3.3167e-03 9.6247e-01 6.1704e-02 3.4052e-02 6.9960e-02
1522 9.3865e-03 6.7169e-03 2.0218e-02 3.7485e-03 9.3360e-01 6.4991e-02 1.0421e-02 6.2436e-02
1523 6.1503e-03 9.9966e-03 1.7756e-02 3.0963e-03 1.0001e+00 5.5938e-02 1.2601e-02 7.1877e-02
1524 7.3097e-03 4.8378e-03 2.3135e-02 3.7116e-03 9.1573e-01 6.5566e-02 4.4241e-02 6.4794e-02
1525 9.2207e-03 1.2690e-02 1.6722e-02 3.6611e-03 9.8753e-01 6.0412e-02 -2.0359e-03 7.0246e-02
1526 8.5820e-03 5.4195e-03 2.1629e-02 3.4788e-03 9.5485e-01 6.4266e-02 2.5688e-02 6.8738e-02
1527 3.7393e-03 7.6189e-03 1.9088e-02 3.4989e-03 9.4312e-01 6.2367e-02 3.7661e-02 6.7945e-02
1528 4.5926e-03 8.5440e-03 1.8491e-02 3.7073e-03 1.0003e+00 5.6637e-02 8.5810e-03 7.2519e-02
1529 7.5504e-03 4.9077e-03 2.2970e-02 3.6779e-03 9.1612e-01 6.7438e-02 3.0391e-02 6.3934e-02
1530 6.1962e-03 1.2852e-02 1.6634e-02 3.3164e-03 9.7900e-01 6.0362e-02 1.2909e-02 6.9114e-02
1531 4.3428e-03 5.6618e-03 2.1325e-02 3.4831e-03 9.6965e-01 5.8586e-02 1.7980e-02 6.6580e-02
1532 4.6130e-03 5.9187e-03 2.0773e-02 3.4585e-03 9.4577e-01 6.1483e-02 4.6349e-02 6.6296e-02
1533 5.7764e-03 8.1586e-03 1.8953e-02 3.8865e-03 9.7257e-01 6.1267e-02 8.0463e-03 6.5264e-02
1534 5.7536e-03 6.0504e-03 2.0508e-02 3.2861e-03 9.5894e-01 6.2819e-02 1.8660e-02 6.5328e-02
1535 3.5713e-03 7.1057e-03 1.9420e-02 3.3252e-03 9.5824e-01 6.0763e-02 3.5478e-02 6.7943e-02
1536 4.4699e-03 6.9231e-03 1.9647e-02 3.7594e-03 9.6871e-01 5.9996e-02 1.0141e-02 6.6859e-02
1537 6.0369e-03 6.1188e-03 2.0203e-02 3.4395e-03 9.6694e-01 6.3208e-02 2.9994e-02 7.0836e-02
1538 4.8582e-03 6.5814e-03 1.9596e-02 3.7355e-03 9.3725e-01 6.5301e-02 2.3351e-02 6.6348e-02
1539 3.8906e-03 9.5644e-03 1.7511e-02 3.4118e-03 9.9573e-01 5.7669e-02 2.0940e-02 7.3753e-02
1540 5.3252e-03 5.0094e-03 2.2053e-02 3.9066e-03 9.2593e-01 6.4779e-02 3.9012e-02 6.6437e-02
1541 6.0648e-03 1.1011e-02 1.6980e-02 3.7296e-03 9.8968e-01 6.0541e-02 1.4234e-02 7.1635e-02
1542 5.6266e-03 5.3820e-03 2.1354e-02 3.7049e-03 9.4096e-01 6.5396e-02 2.3237e-02 6.5056e-02
1543 4.2314e-03 9.1407e-03 1.7655e-02 3.4075e-03 9.7568e-01 6.1071e-02 4.3106e-02 7.1526e-02
1544 5.0311e-03 5.8698e-03 2.0159e-02 4.1519e-03 9.5415e-01 6.2724e-02 1.4245e-02 6.5403e-02
1545 6.9942e-03 7.4916e-03 1.8633e-02 3.3872e-03 9.7743e-01 6.2399e-02 3.4803e-02 7.2426e-02
1546 7.0600e-03 5.9436e-03 2.0257e-02 3.9506e-03 9.2656e-01 6.5619e-02 1.4066e-02 6.2466e-02
1547 7.2660e-03 1.1022e-02 1.6819e-02 3.1948e-03 1.0097e+00 5.6075e-02 2.4563e-02 7.5247e-02
1548 8.3868e-03 4.9730e-03 2.3376e-02 4.0291e-03 8.9237e-01 6.6534e-02 2.8261e-02 5.8771e-02
1549 1.0012e-02 1.7198e-02 1.5049e-02 3.1712e-03 1.0111e+00 5.5673e-02 1.6454e-02 7.2862e-02
1550 9.2746e-03 4.9719e-03 2.3930e-02 3.7893e-03 9.2568e-01 6.3216e-02 2.0677e-02 6.0754e-02
1551 5.4926e-03 1.0871e-02 1.7470e-02 3.2084e-03 9.6248e-01 5.9957e-02 3.2659e-02 6.6080e-02
1552 3.8093e-03 6.5212e-03 2.0147e-02 3.6089e-03 9.9081e-01 5.8072e-02 1.2789e-02 6.7348e-02
1553 4.7434e-03 5.1039e-03 2.2012e-02 3.4559e-03 9.2686e-01 6.5515e-02 2.6743e-02 6.1672e-02
1554 5.1050e-03 1.0962e-02 1.6977e-02 3.2150e-03 9.9143e-01 5.9766e-02 2.0811e-02 7.0529e-02
1555 5.0526e-03 5.2667e-03 2.1554e-02 3.6289e-03 9.5022e-01 6.3119e-02 9.1771e-03 6.4826e-02
1556 6.8808e-03 7.8962e-03 1.8300e-02 3.2744e-03 9.7430e-01 6.1333e-02 4.0072e-02 7.3467e-02
1557 8.8467e-03 5.9578e-03 2.0069e-02 4.0698e-03 9.3668e-01 6.4035e-02 1.6884e-03 6.3492e-02
1558 1.1772e-02 9.4864e-03 1.7323e-02 3.2455e-03 9.9336e-01 5.8422e-02 3.9086e-02 7.6370e-02
1559 1.2758e-02 5.0958e-03 2.1744e-02 4.2961e-03 8.9524e-01 6.5520e-02 1.0188e-02 5.7926e-02
1560 1.3024e-02 1.6475e-02 1.5207e-02 3.0607e-03 1.0105e+00 5.4262e-02 2.3723e-02 7.4350e-02
1561 1.1716e-02 4.8122e-03 2.4072e-02 4.0073e-03 9.1202e-01 6.2953e-02 2.0256e-02 5.9309e-02
1562 6.9081e-03 1.3002e-02 1.6658e-02 3.1473e-03 9.7182e-01 5.7774e-02 2.0520e-02 6.5504e-02
1563 3.3862e-03 5.7080e-03 2.0959e-02 3.4465e-03 9.8900e-01 5.7254e-02 2.3802e-02 6.7537e-02
1564 4.4039e-03 5.0446e-03 2.2033e-02 3.5395e-03 9.1027e-01 6.4504e-02 1.7045e-02 5.7588e-02
1565 8.7291e-03 1.3481e-02 1.6177e-02 2.9460e-03 1.0101e+00 5.6030e-02 2.3697e-02 7.2365e-02
1566 1.0396e-02 4.9803e-03 2.3779e-02 3.7829e-03 9.1571e-01 6.4785e-02 4.7339e-03 5.9254e-02
1567 1.0034e-02 1.2602e-02 1.6558e-02 2.9945e-03 9.7546e-01 5.9258e-02 3.1019e-02 7.0843e-02
1568 6.3821e-03 5.6943e-03 2.1050e-02 3.7282e-03 9.7433e-01 5.7840e-02 1.6287e-02 6.7999e-02
1569 4.5763e-03 5.5994e-03 2.0832e-02 3.4820e-03 9.3639e-01 6.3031e-02 3.0885e-02 6.3998e-02
1570 4.2304e-03 9.4064e-03 1.7703e-02 3.4046e-03 9.8778e-01 5.9898e-02 1.9710e-02 7.0480e-02
1571 4.9807e-03 5.3426e-03 2.1247e-02 3.6086e-03 9.4133e-01 6.4610e-02 4.4677e-03 6.3366e-02
1572 6.2675e-03 8.9984e-03 1.7714e-02 3.2027e-03 9.7594e-01 6.2253e-02 3.6868e-02 7.1832e-02
1573 7.6937e-03 5.9831e-03 1.9963e-02 3.9274e-03 9.5144e-01 6.3300e-02 4.5279e-03 6.6288e-02
1574 1.0179e-02 7.7992e-03 1.8105e-02 3.3318e-03 9.7688e-01 6.1750e-02 4.7443e-02 7.5523e-02
1575 1.0978e-02 5.8854e-03 1.9946e-02 4.3974e-03 9.1968e-01 6.5452e-02 7.7775e-03 6.1616e-02
1576 1.1760e-02 1.2033e-02 1.6188e-02 3.1483e-03 1.0049e+00 5.5302e-02 3.0612e-02 7.6111e-02
1577 1.0480e-02 4.8025e-03 2.3103e-02 4.2187e-03 9.0116e-01 6.3307e-02 1.9320e-02 5.8528e-02
1578 7.4563e-03 1.5025e-02 1.5870e-02 3.1507e-03 9.8879e-01 5.6733e-02 1.6922e-02 6.7081e-02
1579 4.4971e-03 4.9961e-03 2.1897e-02 3.5169e-03 9.7173e-01 5.8097e-02 3.0649e-02 6.6408e-02
1580 4.0694e-03 5.7425e-03 2.0588e-02 3.5937e-03 9.1712e-01 6.2644e-02 1.8542e-02 5.7940e-02
1581 7.5750e-03 1.2107e-02 1.6634e-02 3.0352e-03 1.0141e+00 5.5997e-02 2.3718e-02 7.1624e-02
1582 9.1010e-03 5.0880e-03 2.3734e-02 3.7404e-03 9.1022e-01 6.5285e-02 4.6504e-03 5.9310e-02
1583 8.5655e-03 1.3590e-02 1.6123e-02 2.9583e-03 9.7553e-01 5.8739e-02 2.4211e-02 7.0429e-02
1584 4.7098e-03 5.6256e-03 2.0790e-02 3.6095e-03 9.8616e-01 5.7359e-02 2.3800e-02 7.0245e-02
1585 3.7765e-03 5.1192e-03 2.1199e-02 3.6203e-03 9.2792e-01 6.3396e-02 2.9328e-02 6.4721e-02
1586 4.5921e-03 1.0562e-02 1.6929e-02 3.3628e-03 9.8709e-01 5.9606e-02 2.1334e-02 7.2789e-02
1587 5.9515e-03 5.3219e-03 2.1028e-02 3.7094e-03 9.4451e-01 6.4429e-02 8.1593e-03 6.4630e-02
1588 6.4438e-03 8.6280e-03 1.7663e-02 3.2390e-03 9.7288e-01 6.0812e-02 3.5241e-02 7.2175e-02
1589 6.0000e-03 5.9662e-03 1.9838e-02 3.9300e-03 9.5850e-01 6.2028e-02 1.0126e-02 6.7297e-02
1590 7.1419e-03 7.0402e-03 1.8495e-02 3.3932e-03 9.6793e-01 6.3254e-02 4.3977e-02 7.1510e-02
1591 7.2505e-03 6.5167e-03 1.8831e-02 4.0488e-03 9.4872e-01 6.2110e-02 1.0040e-02 6.5639e-02
1592 7.4252e-03 7.9173e-03 1.7888e-02 3.3556e-03 9.8504e-01 5.8112e-02 3.5477e-02 7.4095e-02
1593 6.9578e-03 5.2054e-03 2.0791e-02 4.1429e-03 9.2147e-01 6.3967e-02 1.2599e-02 6.1444e-02
1594 7.6405e-03 1.1569e-02 1.6319e-02 3.1900e-03 1.0007e+00 5.6511e-02 2.5412e-02 7.3855e-02
1595 7.5077e-03 4.8793e-03 2.2071e-02 3.9454e-03 9.1542e-01 6.2867e-02 2.7940e-02 6.1547e-02
1596 5.8209e-03 1.2406e-02 1.6146e-02 3.2952e-03 9.8867e-01 5.6342e-02 2.5359e-02 6.9426e-02
1597 4.0153e-03 4.9499e-03 2.1334e-02 3.7016e-03 9.6571e-01 5.9600e-02 2.2874e-02 6.6935e-02
1598 3.1807e-03 6.2505e-03 1.9463e-02 3.4750e-03 9.3764e-01 6.2598e-02 1.7553e-02 6.3162e-02
1599 4.1322e-03 9.1896e-03 1.7373e-02 3.2267e-03 1.0010e+00 5.7475e-02 2.6302e-02 7.2225e-02
1600 5.9352e-03 4.9792e-03 2.1677e-02 3.8062e-03 9.1933e-01 6.4859e-02 1.8597e-02 6.2371e-02
1601 7.9685e-03 1.2009e-02 1.5916e-02 3.1678e-03 9.9518e-01 5.7624e-02 3.4062e-02 7.5661e-02
1602 9.0601e-03 4.9950e-03 2.1459e-02 4.1174e-03 9.3074e-01 6.4338e-02 7.6743e-03 6.3014e-02
1603 1.0476e-02 1.0293e-02 1.6746e-02 3.2265e-03 9.7137e-01 6.0838e-02 4.3093e-02 7.2686e-02
1604 1.0695e-02 6.0510e-03 1.9745e-02 4.1140e-03 9.5394e-01 6.0114e-02 1.8585e-03 6.3380e-02
1605 1.1646e-02 7.2104e-03 1.8511e-02 3.2969e-03 9.5924e-01 6.2289e-02 4.8856e-02 6.7771e-02
1606 1.1477e-02 6.9995e-03 1.8606e-02 3.9987e-03 9.5733e-01 6.0449e-02 -5.1413e-03 6.1827e-02
1607 1.0843e-02 6.9548e-03 1.8715e-02 3.2291e-03 9.7358e-01 5.9769e-02 3.2197e-02 6.9228e-02
1608 8.0367e-03 5.8101e-03 1.9993e-02 3.7353e-03 9.3319e-01 6.1375e-02 1.2280e-02 6.0853e-02
1609 6.8697e-03 9.6061e-03 1.7160e-02 3.1492e-03 1.0042e+00 5.3711e-02 1.7889e-02 7.2333e-02
1610 6.1360e-03 4.6379e-03 2.2762e-02 3.7830e-03 9.0644e-01 6.4029e-02 3.1059e-02 6.0037e-02
1611 5.5734e-03 1.4106e-02 1.5580e-02 3.2522e-03 9.9339e-01 5.4510e-02 5.4854e-03 6.7414e-02
1612 6.0887e-03 4.7039e-03 2.1827e-02 3.5188e-03 9.6479e-01 5.7804e-02 3.5252e-02 6.8162e-02
1613 5.3216e-03 6.1175e-03 1.9628e-02 3.8101e-03 9.2088e-01 6.2980e-02 1.3591e-02 5.9657e-02
1614 6.9538e-03 1.1546e-02 1.6308e-02 3.1273e-03 1.0173e+00 5.5359e-02 2.2611e-02 7.4405e-02
1615 9.4658e-03 5.1240e-03 2.2999e-02 3.9218e-03 8.9032e-01 6.7012e-02 1.9387e-02 6.0045e-02
1616 9.8084e-03 1.7696e-02 1.4447e-02 3.0550e-03 9.9715e-01 5.5483e-02 2.0203e-02 7.3522e-02
1617 6.6308e-03 4.7745e-03 2.2007e-02 3.8410e-03 9.7139e-01 6.0499e-02 2.0372e-02 6.8565e-02
1618 3.7246e-03 6.0260e-03 1.9494e-02 3.4842e-03 9.3088e-01 6.2992e-02 2.2770e-02 6.4359e-02
1619 3.6647e-03 1.0095e-02 1.6858e-02 3.2925e-03 9.9687e-01 5.7834e-02 1.8176e-02 7.1024e-02
1620 6.0186e-03 5.0044e-03 2.1412e-02 3.6424e-03 9.3496e-01 6.3998e-02 1.5751e-02 6.2346e-02
1621 7.2193e-03 9.6832e-03 1.6824e-02 3.1564e-03 9.8035e-01 5.8037e-02 2.5566e-02 7.1177e-02
1622 5.9182e-03 5.3402e-03 2.0614e-02 3.7642e-03 9.5405e-01 6.1279e-02 1.1114e-02 6.5053e-02
1623 5.6680e-03 7.3310e-03 1.8286e-02 3.3138e-03 9.6427e-01 6.1540e-02 3.9984e-02 6.9185e-02
1624 5.3021e-03 6.5600e-03 1.8745e-02 3.8417e-03 9.6663e-01 5.8187e-02 1.3738e-02 6.7029e-02
1625 5.7224e-03 6.0358e-03 1.9260e-02 3.5122e-03 9.6005e-01 6.1535e-02 3.4605e-02 6.8126e-02
1626 4.9023e-03 6.8513e-03 1.8300e-02 3.7466e-03 9.6509e-01 6.0960e-02 9.8048e-03 6.6375e-02
1627 4.5443e-03 6.4300e-03 1.8638e-02 3.4262e-03 9.7230e-01 5.9915e-02 2.7110e-02 7.1154e-02
1628 3.9639e-03 5.8860e-03 1.9146e-02 3.8218e-03 9.3959e-01 6.3088e-02 2.7437e-02 6.6111e-02
1629 5.2755e-03 9.0068e-03 1.6633e-02 3.4939e-03 1.0047e+00 5.5953e-02 2.7271e-02 7.5819e-02
1630 6.5030e-03 4.8494e-03 2.1440e-02 4.1189e-03 8.9619e-01 6.6300e-02 2.3570e-02 6.1223e-02
1631 6.8560e-03 1.6360e-02 1.4418e-02 3.2318e-03 1.0117e+00 5.5715e-02 2.3924e-02 7.4535e-02
1632 7.3523e-03 4.9732e-03 2.2207e-02 4.0063e-03 9.2697e-01 6.1125e-02 1.9374e-02 6.2307e-02
1633 6.4815e-03 1.0426e-02 1.6596e-02 3.3389e-03 9.6817e-01 6.0098e-02 4.5151e-02 6.9522e-02
1634 7.5427e-03 6.1438e-03 1.8947e-02 4.0276e-03 9.7659e-01 5.8319e-02 -3.3996e-03 6.4604e-02
1635 1.1997e-02 5.5232e-03 1.9557e-02 3.3388e-03 9.4301e-01 6.2454e-02 5.0925e-02 6.7729e-02
1636 1.5671e-02 8.5368e-03 1.7488e-02 4.0250e-03 9.5774e-01 5.8548e-02 -1.8351e-02 6.0312e-02
1637 2.0497e-02 6.7129e-03 1.8552e-02 3.3785e-03 9.8739e-01 5.9242e-02 4.2500e-02 7.1813e-02
1638 2.5547e-02 5.2557e-03 2.0760e-02 4.0458e-03 8.6715e-01 6.4000e-02 -4.3327e-03 4.8667e-02
1639 1.8802e-02 2.2845e-02 1.3578e-02 2.8150e-03 1.0155e+00 4.6267e-02 1.2871e-02 6.9508e-02
1640 8.1546e-03 4.2545e-03 2.5823e-02 3.6924e-03 9.4960e-01 5.4138e-02 3.3941e-02 6.1199e-02
1641 9.5285e-03 6.9993e-03 2.0420e-02 3.4711e-03 9.0959e-01 5.6598e-02 -1.5843e-02 5.0594e-02
1642 1.5129e-02 1.2731e-02 1.7430e-02 3.0846e-03 9.8670e-01 5.3816e-02 1.3993e-02 6.3764e-02
1643 1.2289e-02 4.7476e-03 2.2858e-02 3.2309e-03 9.3950e-01 5.8235e-02 2.3764e-02 5.7063e-02
1644 6.6493e-03 8.4929e-03 1.8371e-02 2.9383e-03 9.6892e-01 5.1125e-02 -1.5769e-03 5.9025e-02
1645 1.1753e-02 5.2230e-03 2.1132e-02 3.1914e-03 9.8721e-01 5.4685e-02 2.8944e-02 6.8742e-02
1646 1.4978e-02 4.8082e-03 2.1952e-02 3.5790e-03 8.9066e-01 7.0651e-02 -7.2227e-03 5.4564e-02
1647 1.4867e-02 1.8125e-02 1.4609e-02 2.5842e-03 9.9867e-01 4.7412e-02 2.1390e-03 7.1158e-02
1648 1.1982e-02 4.0479e-03 2.4097e-02 3.7297e-03 9.6738e-01 5.5265e-02 5.0689e-02 7.0707e-02
1649 1.1560e-02 5.7322e-03 2.0841e-02 4.1881e-03 9.1547e-01 6.3868e-02 -1.7225e-03 5.8965e-02
1650 1.0584e-02 1.2542e-02 1.6506e-02 2.9504e-03 9.8216e-01 5.7264e-02 -5.3360e-03 6.8115e-02
1651 1.5229e-02 5.2065e-03 2.1827e-02 3.4201e-03 9.3142e-01 6.2467e-02 2.8136e-02 6.3227e-02
1652 8.0056e-03 9.9677e-03 1.7497e-02 3.2529e-03 9.7738e-01 5.5542e-02 1.1576e-02 6.5188e-02
1653 8.8344e-03 5.2106e-03 2.0817e-02 3.3425e-03 9.9089e-01 5.8119e-02 1.5410e-02 6.9186e-02
1654 1.4748e-02 5.0998e-03 2.2139e-02 3.5256e-03 8.7537e-01 7.2886e-02 1.1064e-02 5.3794e-02
