#epoch loss_f loss_bc_u_top loss_bc_u_rest loss_bc_v u_avg u_std v_avg v_std
6046 1.7655e-02 1.0801e-02 4.1136e-02 2.7223e-03 8.8328e-01 4.7463e-02 3.1171e-02 7.0993e-02
6047 8.1104e-03 1.7326e-02 3.7113e-02 3.4605e-03 1.0036e+00 5.0157e-02 5.5141e-02 9.5067e-02
6048 1.5706e-02 4.4889e-03 5.1418e-02 6.7290e-03 8.3752e-01 5.0225e-02 3.0854e-02 6.8971e-02
6049 8.9694e-03 3.0151e-02 3.1336e-02 3.1614e-03 9.8146e-01 4.9069e-02 2.2446e-02 7.7267e-02
6050 1.5841e-02 4.6097e-03 4.7820e-02 3.2085e-03 9.3672e-01 4.9525e-02 4.7301e-02 8.8867e-02
6051 9.1165e-03 8.1169e-03 4.1494e-02 5.0897e-03 8.7391e-01 5.1084e-02 4.6165e-02 8.5796e-02
6052 9.8051e-03 1.9881e-02 3.3526e-02 4.9970e-03 1.0066e+00 5.0485e-02 1.4144e-02 8.2507e-02
6053 1.2915e-02 4.5676e-03 5.0587e-02 3.4254e-03 8.6488e-01 4.7672e-02 1.8080e-02 7.1804e-02
6054 8.4670e-03 2.1891e-02 3.3863e-02 3.0642e-03 9.5280e-01 5.1147e-02 4.9499e-02 9.2083e-02
6055 9.2253e-03 6.5610e-03 4.2018e-02 5.6989e-03 9.5663e-01 5.3756e-02 5.4262e-02 9.0223e-02
6056 8.2298e-03 6.4745e-03 4.0857e-02 5.6175e-03 8.7356e-01 5.1604e-02 3.2002e-02 7.1363e-02
6057 9.7923e-03 2.0016e-02 3.3295e-02 3.6497e-03 9.9904e-01 5.2094e-02 3.8777e-02 8.7792e-02
6058 7.5507e-03 4.6217e-03 4.7363e-02 4.8937e-03 8.8928e-01 6.0956e-02 6.9111e-02 9.0386e-02
6059 1.1328e-02 1.7324e-02 3.0494e-02 7.1156e-03 9.5120e-01 4.8588e-02 2.1375e-02 7.8299e-02
6060 9.4492e-03 6.4783e-03 4.4390e-02 3.9079e-03 9.3581e-01 5.7323e-02 3.5886e-02 7.6645e-02
6061 1.1725e-02 9.0007e-03 3.7713e-02 4.1129e-03 9.1943e-01 6.0685e-02 5.6937e-02 8.7668e-02
6062 8.3844e-03 1.1665e-02 3.4108e-02 6.0152e-03 9.5084e-01 5.3500e-02 3.2569e-02 8.6939e-02
6063 1.2085e-02 6.9670e-03 4.1548e-02 5.0667e-03 9.1931e-01 6.6871e-02 4.9525e-02 8.3213e-02
6064 1.5951e-02 1.2407e-02 3.1950e-02 5.1278e-03 9.6821e-01 5.4741e-02 3.5793e-02 8.6524e-02
6065 8.9722e-03 5.7578e-03 4.2670e-02 4.8176e-03 9.0334e-01 6.0269e-02 5.8803e-02 8.9688e-02
6066 6.4663e-03 1.4390e-02 3.2625e-02 6.1773e-03 9.5913e-01 6.2774e-02 5.3996e-02 9.3381e-02
6067 8.9164e-03 7.2427e-03 3.7424e-02 5.9524e-03 9.0954e-01 5.2555e-02 1.6949e-02 7.8410e-02
6068 1.1141e-02 1.2463e-02 3.7129e-02 3.8394e-03 9.5208e-01 6.3343e-02 4.0285e-02 8.9723e-02
6069 8.9601e-03 7.9040e-03 3.6528e-02 5.0650e-03 9.4940e-01 6.5001e-02 4.9806e-02 9.5411e-02
6070 9.3055e-03 8.3533e-03 3.5439e-02 5.9371e-03 8.9687e-01 5.8459e-02 3.1201e-02 8.1984e-02
6071 9.0211e-03 1.5462e-02 3.3427e-02 4.3310e-03 9.7851e-01 6.8291e-02 4.5142e-02 9.1323e-02
6072 1.3734e-02 6.7846e-03 3.7364e-02 5.3284e-03 8.9850e-01 6.0902e-02 2.5581e-02 8.3190e-02
6073 8.0826e-03 1.5406e-02 3.2486e-02 4.3734e-03 9.5713e-01 6.6236e-02 4.0519e-02 9.6240e-02
6074 8.2441e-03 7.8155e-03 3.6017e-02 5.7542e-03 9.4355e-01 6.6255e-02 3.4063e-02 8.7463e-02
6075 8.9455e-03 9.1069e-03 3.4483e-02 4.9234e-03 9.2840e-01 6.2484e-02 3.4914e-02 8.7598e-02
6076 6.6685e-03 1.0534e-02 3.4694e-02 4.9703e-03 9.5542e-01 7.2129e-02 6.3928e-02 1.0367e-01
6077 9.9995e-03 8.7170e-03 3.3385e-02 7.4245e-03 8.7197e-01 5.6931e-02 1.8495e-03 7.1883e-02
6078 1.2212e-02 2.0946e-02 3.1664e-02 3.7229e-03 9.8521e-01 6.5001e-02 1.2138e-02 8.2961e-02
6079 9.0078e-03 6.1790e-03 4.0653e-02 4.4342e-03 9.2959e-01 7.7079e-02 6.1470e-02 9.6512e-02
6080 2.2615e-02 1.2280e-02 3.0452e-02 7.1518e-03 8.9607e-01 4.7921e-02 -1.8011e-02 6.2877e-02
6081 2.5339e-02 1.4611e-02 4.3757e-02 3.1548e-03 8.6371e-01 4.6926e-02 -2.8497e-02 4.5325e-02
6082 1.7437e-02 2.2158e-02 4.1195e-02 3.0066e-03 9.2984e-01 5.0204e-02 -1.5550e-02 4.3702e-02
6083 1.9122e-02 9.0916e-03 4.8743e-02 3.0100e-03 9.2022e-01 4.9211e-02 1.3486e-02 4.6578e-02
6084 1.2804e-02 1.0413e-02 4.8324e-02 2.6872e-03 8.8580e-01 4.8328e-02 2.4244e-02 4.9636e-02
6085 1.1189e-02 1.6858e-02 4.3160e-02 3.6410e-03 9.5657e-01 5.4234e-02 1.4117e-02 5.3923e-02
6086 1.4858e-02 6.5625e-03 4.8787e-02 4.1668e-03 9.3551e-01 5.8090e-02 1.7636e-02 5.1175e-02
6087 2.0819e-02 9.1320e-03 4.3983e-02 4.2263e-03 9.2856e-01 5.4948e-02 4.3036e-02 5.3889e-02
6088 1.0444e-02 9.7165e-03 4.3057e-02 5.0545e-03 9.2601e-01 5.1456e-02 5.2672e-02 5.2942e-02
6089 8.7706e-03 9.7352e-03 4.4791e-02 4.6619e-03 9.2461e-01 5.3905e-02 4.7102e-02 4.6290e-02
6090 1.1773e-02 1.0171e-02 4.3277e-02 3.4414e-03 9.2466e-01 5.5275e-02 4.3351e-02 4.4137e-02
6091 1.2938e-02 1.0296e-02 4.1969e-02 3.0098e-03 9.2195e-01 5.2422e-02 4.1183e-02 4.8075e-02
6092 1.0024e-02 1.0417e-02 4.1950e-02 3.1729e-03 9.2993e-01 5.3130e-02 3.7629e-02 5.2218e-02
6093 1.0631e-02 9.3503e-03 4.0947e-02 3.3994e-03 9.4869e-01 6.1996e-02 4.4290e-02 5.4883e-02
6094 1.1374e-02 8.1210e-03 3.9277e-02 3.5620e-03 9.3912e-01 6.1852e-02 5.1889e-02 5.7438e-02
6095 1.3167e-02 9.1234e-03 3.7837e-02 3.8153e-03 9.3929e-01 5.0123e-02 5.1876e-02 6.2683e-02
6096 8.3379e-03 7.8547e-03 4.0022e-02 3.9773e-03 9.4559e-01 5.1967e-02 5.5929e-02 6.6175e-02
6097 8.0243e-03 7.3382e-03 4.0588e-02 3.9790e-03 9.2070e-01 5.7935e-02 5.5406e-02 6.3843e-02
6098 1.0685e-02 1.1177e-02 3.5738e-02 3.7100e-03 9.7466e-01 5.6428e-02 6.2717e-02 7.6344e-02
6099 9.9127e-03 5.5833e-03 4.0252e-02 4.4315e-03 9.0229e-01 6.1290e-02 7.6173e-02 8.1429e-02
6100 1.1415e-02 1.4693e-02 3.0142e-02 5.2395e-03 9.8497e-01 6.1855e-02 6.6952e-02 8.9570e-02
6101 1.5781e-02 5.7760e-03 3.6856e-02 5.2239e-03 8.4436e-01 5.1134e-02 1.4372e-02 5.5846e-02
6102 1.1739e-02 2.8080e-02 2.9050e-02 2.5218e-03 1.0205e+00 4.7189e-02 3.2165e-03 6.4906e-02
6103 1.3084e-02 4.6944e-03 5.1464e-02 3.1290e-03 8.6908e-01 5.7701e-02 3.1088e-02 5.2799e-02
6104 1.2853e-02 2.1757e-02 2.9575e-02 3.0036e-03 9.6956e-01 5.7932e-02 4.8765e-02 7.4200e-02
6105 1.2282e-02 6.0244e-03 3.9984e-02 4.1953e-03 9.1331e-01 5.3247e-02 3.2411e-02 6.8161e-02
6106 1.3056e-02 1.1860e-02 3.4896e-02 3.6119e-03 9.6342e-01 6.3407e-02 2.9216e-02 6.5990e-02
6107 1.5286e-02 6.9778e-03 3.6307e-02 3.7923e-03 9.5896e-01 5.4284e-02 3.3134e-02 7.1059e-02
6108 6.8655e-03 6.3252e-03 4.0311e-02 3.9483e-03 8.8220e-01 5.2612e-02 4.2250e-02 6.6668e-02
6109 5.4744e-03 1.8026e-02 3.3435e-02 4.1637e-03 9.8606e-01 6.1121e-02 5.1147e-02 7.7142e-02
6110 9.3198e-03 5.7100e-03 4.0563e-02 4.9698e-03 8.7288e-01 5.9609e-02 3.6785e-02 6.7458e-02
6111 5.8787e-03 2.1000e-02 2.9388e-02 4.2097e-03 1.0468e+00 5.9203e-02 3.6439e-02 9.0504e-02
6112 9.1750e-03 7.7470e-03 4.7728e-02 5.5764e-03 7.5358e-01 6.0443e-02 2.9850e-02 5.6420e-02
6113 6.4194e-03 6.5151e-02 2.1293e-02 3.6788e-03 1.1173e+00 5.4282e-02 2.7369e-02 8.4847e-02
6114 1.0164e-02 1.9129e-02 6.3914e-02 4.5831e-03 7.4269e-01 5.2350e-02 8.7996e-03 4.2392e-02
6115 5.4896e-03 6.9752e-02 2.2711e-02 2.8911e-03 8.8978e-01 4.9375e-02 -2.7986e-03 5.4716e-02
6116 5.8740e-03 1.6061e-02 4.0994e-02 2.6281e-03 1.1055e+00 5.1114e-02 -7.8839e-03 7.1001e-02
6117 1.2068e-02 1.6132e-02 7.2205e-02 3.0413e-03 7.5280e-01 5.2977e-02 -1.9141e-02 4.0793e-02
6118 1.0107e-02 6.4755e-02 2.4242e-02 2.4261e-03 8.7857e-01 5.1972e-02 -6.3271e-03 5.9641e-02
6119 7.3663e-03 1.8834e-02 3.5864e-02 2.4140e-03 1.1578e+00 5.7876e-02 2.1908e-02 9.1912e-02
6120 2.4722e-02 3.0812e-02 7.1569e-02 4.2685e-03 6.3883e-01 4.9025e-02 -3.5925e-02 3.2628e-02
6121 1.4599e-02 1.3327e-01 1.8657e-02 2.1692e-03 6.8472e-01 4.6881e-02 -6.1634e-02 2.9143e-02
6122 1.7272e-02 1.0229e-01 3.3243e-02 2.8881e-03 9.4487e-01 5.4294e-02 -7.5028e-02 3.7619e-02
6123 2.4860e-02 7.9047e-03 1.0344e-01 3.4066e-03 1.0190e+00 5.1366e-02 -7.4309e-02 3.3052e-02
6124 2.7902e-02 5.2430e-03 1.1486e-01 3.7266e-03 8.4070e-01 3.8185e-02 -7.5142e-02 2.2481e-02
6125 1.7757e-02 2.8221e-02 5.0929e-02 5.2560e-03 7.4004e-01 3.5813e-02 -7.3700e-02 1.9702e-02
6126 1.9581e-02 6.9778e-02 3.5984e-02 5.9859e-03 8.8485e-01 3.6849e-02 -5.2080e-02 3.0533e-02
6127 1.6927e-02 1.6192e-02 5.6627e-02 3.0628e-03 1.0658e+00 3.9661e-02 -3.1547e-02 3.9931e-02
6128 2.1054e-02 8.2859e-03 8.9886e-02 1.3699e-03 9.5710e-01 3.6501e-02 -1.2570e-02 3.7058e-02
6129 1.9279e-02 5.0853e-03 6.9604e-02 1.7048e-03 7.9302e-01 3.3566e-02 1.3847e-02 2.9490e-02
6130 1.6582e-02 4.5155e-02 4.5162e-02 3.2910e-03 8.1240e-01 3.4798e-02 2.9471e-02 2.8352e-02
6131 1.2614e-02 3.7678e-02 4.6575e-02 4.8848e-03 9.8302e-01 3.9250e-02 3.5138e-02 3.2121e-02
6132 1.2854e-02 3.8424e-03 7.0581e-02 5.2950e-03 1.0238e+00 4.1131e-02 3.4573e-02 3.1240e-02
6133 1.1773e-02 4.4380e-03 7.5491e-02 4.5543e-03 8.6389e-01 3.7598e-02 2.6442e-02 2.4277e-02
6134 1.1363e-02 2.1422e-02 4.9767e-02 3.4018e-03 8.1762e-01 3.6708e-02 2.2292e-02 2.1291e-02
6135 1.5988e-02 3.5885e-02 4.3497e-02 2.6847e-03 9.3757e-01 4.0433e-02 2.8187e-02 2.5191e-02
6136 1.8214e-02 7.3233e-03 5.8802e-02 2.5874e-03 1.0180e+00 4.2512e-02 4.3878e-02 2.8200e-02
6137 1.6238e-02 4.2663e-03 7.2645e-02 3.2114e-03 9.1091e-01 3.8513e-02 5.2960e-02 2.5305e-02
6138 1.0226e-02 1.1106e-02 5.6599e-02 4.0553e-03 8.2703e-01 3.4984e-02 5.8243e-02 2.3839e-02
6139 7.1100e-03 3.2468e-02 4.4897e-02 4.7097e-03 8.7417e-01 3.6001e-02 5.8215e-02 2.8944e-02
6140 6.1914e-03 1.8666e-02 5.1086e-02 4.7504e-03 9.8263e-01 4.1711e-02 5.3918e-02 3.6985e-02
6141 7.1848e-03 4.0475e-03 6.6740e-02 4.2293e-03 9.8015e-01 4.4444e-02 4.7432e-02 4.0071e-02
6142 8.8171e-03 4.3563e-03 6.3958e-02 3.3866e-03 8.8367e-01 4.2740e-02 4.3875e-02 3.7843e-02
6143 9.5324e-03 1.6911e-02 4.7979e-02 2.6490e-03 8.6389e-01 4.3260e-02 4.5401e-02 3.8743e-02
6144 1.0115e-02 2.1842e-02 4.4463e-02 2.3861e-03 9.4604e-01 4.7126e-02 4.8389e-02 4.6532e-02
6145 1.3082e-02 6.9130e-03 5.3642e-02 2.5464e-03 9.8677e-01 4.9871e-02 3.9100e-02 5.2451e-02
6146 1.2756e-02 4.6045e-03 5.7832e-02 2.4552e-03 9.1706e-01 4.8567e-02 1.9460e-02 5.1421e-02
6147 1.0743e-02 1.0878e-02 4.7610e-02 2.0934e-03 8.8131e-01 4.7419e-02 1.0014e-02 5.2784e-02
6148 1.1336e-02 1.7817e-02 4.2231e-02 2.0886e-03 9.3292e-01 4.8520e-02 1.1779e-02 6.1172e-02
6149 1.1311e-02 8.5431e-03 4.7165e-02 2.4787e-03 9.7451e-01 5.1044e-02 2.1824e-02 6.8746e-02
6150 1.2652e-02 5.0982e-03 5.1096e-02 3.0066e-03 9.1977e-01 5.2705e-02 3.0904e-02 6.7451e-02
6151 1.1318e-02 1.0802e-02 4.2704e-02 3.2032e-03 8.8741e-01 5.3995e-02 3.5164e-02 6.6946e-02
6152 9.8245e-03 1.7024e-02 3.7480e-02 3.3706e-03 9.4052e-01 5.7314e-02 4.1499e-02 7.5363e-02
6153 1.1726e-02 8.4540e-03 4.1546e-02 4.0283e-03 9.6984e-01 6.1592e-02 5.7812e-02 8.3233e-02
6154 1.1337e-02 6.4188e-03 4.2826e-02 5.2445e-03 9.1309e-01 6.4657e-02 7.2849e-02 8.2577e-02
6155 9.8195e-03 1.3178e-02 3.5242e-02 6.3375e-03 9.0824e-01 6.7978e-02 7.3025e-02 8.4991e-02
6156 9.1456e-03 1.4444e-02 3.3948e-02 6.7718e-03 9.6283e-01 7.0885e-02 6.1658e-02 9.0561e-02
6157 9.5209e-03 8.0180e-03 3.8939e-02 6.4275e-03 9.5431e-01 7.1766e-02 5.2769e-02 8.7591e-02
6158 1.0133e-02 8.7906e-03 3.6859e-02 5.5352e-03 9.0749e-01 7.1717e-02 4.8980e-02 8.0932e-02
6159 1.0401e-02 1.5042e-02 3.1132e-02 4.7072e-03 9.2711e-01 7.0775e-02 4.2680e-02 8.2335e-02
6160 1.0569e-02 1.1750e-02 3.3077e-02 4.3626e-03 9.6493e-01 6.7646e-02 3.3319e-02 8.6220e-02
6161 9.5853e-03 7.4272e-03 3.8159e-02 4.2582e-03 9.3553e-01 6.5094e-02 3.0747e-02 8.3628e-02
6162 8.5392e-03 9.9147e-03 3.5604e-02 4.0542e-03 9.1368e-01 6.5966e-02 3.5933e-02 8.1215e-02
6163 7.5864e-03 1.3220e-02 3.2757e-02 4.0767e-03 9.5085e-01 6.8836e-02 4.1076e-02 8.5756e-02
6164 8.1912e-03 8.6991e-03 3.5334e-02 4.5488e-03 9.6176e-01 6.9313e-02 4.1877e-02 9.0584e-02
6165 7.5225e-03 7.8499e-03 3.5812e-02 4.9784e-03 9.2272e-01 6.8361e-02 4.1301e-02 9.2126e-02
6166 6.4332e-03 1.2074e-02 3.1689e-02 5.1683e-03 9.3306e-01 6.9837e-02 4.3360e-02 9.6880e-02
6167 6.5938e-03 1.0814e-02 3.1534e-02 5.5453e-03 9.6821e-01 7.3068e-02 4.9410e-02 1.0143e-01
6168 7.4614e-03 7.9213e-03 3.3407e-02 5.9541e-03 9.3655e-01 7.2564e-02 5.3186e-02 9.8297e-02
6169 6.5731e-03 1.0736e-02 3.0471e-02 5.8152e-03 9.2770e-01 7.0699e-02 5.1891e-02 9.7285e-02
6170 5.8365e-03 1.1652e-02 3.0414e-02 5.7067e-03 9.5775e-01 7.1609e-02 5.0403e-02 9.9733e-02
6171 5.8257e-03 8.4567e-03 3.3016e-02 5.7873e-03 9.4695e-01 7.4021e-02 4.7948e-02 9.7108e-02
6172 6.2610e-03 9.7695e-03 3.1094e-02 5.4633e-03 9.3059e-01 7.3808e-02 4.0178e-02 9.4205e-02
6173 5.9727e-03 1.1678e-02 2.9667e-02 5.0161e-03 9.5343e-01 7.3334e-02 3.5083e-02 9.6563e-02
6174 6.4151e-03 9.0601e-03 3.1894e-02 5.0034e-03 9.4818e-01 7.5228e-02 3.9474e-02 9.6608e-02
6175 6.4709e-03 9.8184e-03 3.0692e-02 5.0371e-03 9.3360e-01 7.6224e-02 4.3303e-02 9.5452e-02
6176 6.4683e-03 1.1622e-02 2.8979e-02 5.0038e-03 9.5373e-01 7.4523e-02 4.1179e-02 9.7285e-02
6177 6.1296e-03 9.1957e-03 3.1189e-02 5.0613e-03 9.5161e-01 7.3987e-02 4.3342e-02 9.7048e-02
6178 5.8981e-03 9.3122e-03 3.1047e-02 5.1098e-03 9.3829e-01 7.4548e-02 4.8369e-02 9.6002e-02
6179 5.8423e-03 1.0800e-02 2.9480e-02 5.1993e-03 9.5378e-01 7.3192e-02 4.5786e-02 9.7591e-02
6180 5.6200e-03 9.0037e-03 3.1016e-02 5.2716e-03 9.5288e-01 7.1959e-02 4.0022e-02 9.6772e-02
6181 5.6811e-03 8.9168e-03 3.1082e-02 5.1053e-03 9.4098e-01 7.3141e-02 4.0381e-02 9.4839e-02
6182 5.9208e-03 1.0289e-02 2.9418e-02 5.0094e-03 9.5668e-01 7.3376e-02 4.2680e-02 9.6327e-02
6183 5.7607e-03 8.7791e-03 3.0582e-02 5.2047e-03 9.5216e-01 7.2326e-02 4.2918e-02 9.5127e-02
6184 5.2167e-03 9.0288e-03 3.0546e-02 5.1919e-03 9.4068e-01 7.3601e-02 4.4231e-02 9.2280e-02
6185 5.1472e-03 1.0384e-02 2.9167e-02 5.0856e-03 9.5863e-01 7.4980e-02 4.4889e-02 9.3500e-02
6186 5.4493e-03 8.8416e-03 3.0206e-02 5.2099e-03 9.5298e-01 7.4290e-02 4.2349e-02 9.3102e-02
6187 5.0723e-03 9.2218e-03 2.9913e-02 5.1707e-03 9.4080e-01 7.4589e-02 4.0335e-02 9.1053e-02
6188 4.9722e-03 1.0507e-02 2.8714e-02 5.0534e-03 9.5858e-01 7.5621e-02 3.9813e-02 9.1779e-02
6189 5.2580e-03 8.9362e-03 2.9785e-02 5.1425e-03 9.5358e-01 7.4717e-02 3.9599e-02 9.1078e-02
6190 4.8548e-03 9.2275e-03 2.9589e-02 5.1682e-03 9.4323e-01 7.3976e-02 4.1922e-02 8.9856e-02
6191 4.4627e-03 1.0149e-02 2.8916e-02 5.2324e-03 9.5902e-01 7.4582e-02 4.6110e-02 9.0631e-02
6192 4.4174e-03 8.7528e-03 2.9982e-02 5.4446e-03 9.5340e-01 7.4545e-02 4.7673e-02 8.9414e-02
6193 4.2754e-03 9.2158e-03 2.9476e-02 5.4558e-03 9.4616e-01 7.4315e-02 4.7448e-02 8.8987e-02
6194 4.1370e-03 9.8804e-03 2.8874e-02 5.4331e-03 9.5872e-01 7.5213e-02 4.6955e-02 9.0429e-02
6195 4.3641e-03 8.8611e-03 2.9488e-02 5.4745e-03 9.5162e-01 7.5494e-02 4.3766e-02 8.8939e-02
6196 4.4333e-03 9.5079e-03 2.8782e-02 5.2759e-03 9.4942e-01 7.4903e-02 4.1032e-02 8.8125e-02
6197 4.2661e-03 9.6332e-03 2.8818e-02 5.1466e-03 9.5683e-01 7.5140e-02 4.1488e-02 8.8525e-02
6198 4.2197e-03 9.0018e-03 2.9358e-02 5.1609e-03 9.4950e-01 7.5034e-02 4.0893e-02 8.7282e-02
6199 4.1126e-03 9.6434e-03 2.8793e-02 5.0564e-03 9.5186e-01 7.4508e-02 3.9889e-02 8.7392e-02
6200 4.0090e-03 9.3470e-03 2.9108e-02 5.0218e-03 9.5590e-01 7.5014e-02 4.1528e-02 8.8164e-02
6201 4.1050e-03 9.0601e-03 2.9133e-02 5.0874e-03 9.4957e-01 7.5288e-02 4.2661e-02 8.8119e-02
6202 4.1265e-03 9.6694e-03 2.8393e-02 5.1019e-03 9.5417e-01 7.4874e-02 4.2204e-02 8.8865e-02
6203 4.0755e-03 9.1882e-03 2.8789e-02 5.1339e-03 9.5499e-01 7.5151e-02 4.2597e-02 8.8537e-02
6204 4.0939e-03 9.1554e-03 2.8692e-02 5.1289e-03 9.5155e-01 7.4693e-02 4.2572e-02 8.7845e-02
6205 3.9179e-03 9.3989e-03 2.8534e-02 5.0944e-03 9.5449e-01 7.3893e-02 4.1693e-02 8.7668e-02
6206 3.7593e-03 9.0245e-03 2.8994e-02 5.0658e-03 9.5252e-01 7.4104e-02 4.0995e-02 8.6682e-02
6207 3.8210e-03 9.2281e-03 2.8695e-02 4.9892e-03 9.5347e-01 7.3900e-02 4.0343e-02 8.6944e-02
6208 3.8029e-03 9.1141e-03 2.8722e-02 4.9844e-03 9.5422e-01 7.3846e-02 4.0400e-02 8.7479e-02
6209 3.8062e-03 9.0404e-03 2.8665e-02 5.0220e-03 9.5256e-01 7.4491e-02 4.0954e-02 8.7148e-02
6210 3.9221e-03 9.2761e-03 2.8218e-02 5.0302e-03 9.5606e-01 7.4161e-02 4.0563e-02 8.7600e-02
6211 3.8760e-03 8.9245e-03 2.8496e-02 5.0575e-03 9.5294e-01 7.4077e-02 4.0299e-02 8.7160e-02
6212 3.8506e-03 9.1837e-03 2.8191e-02 5.0253e-03 9.5428e-01 7.4049e-02 3.9866e-02 8.6796e-02
6213 3.8858e-03 9.0606e-03 2.8224e-02 4.9893e-03 9.5573e-01 7.3564e-02 3.8950e-02 8.6606e-02
6214 3.8165e-03 8.8699e-03 2.8424e-02 4.9562e-03 9.5210e-01 7.3903e-02 3.9460e-02 8.6077e-02
6215 3.8441e-03 9.2357e-03 2.7952e-02 4.9362e-03 9.5654e-01 7.3902e-02 3.9607e-02 8.6592e-02
6216 3.8406e-03 8.8475e-03 2.8217e-02 4.9703e-03 9.5400e-01 7.3996e-02 3.9090e-02 8.5983e-02
6217 3.8181e-03 9.0776e-03 2.7949e-02 4.9290e-03 9.5472e-01 7.4303e-02 3.9706e-02 8.5851e-02
6218 3.8444e-03 9.0567e-03 2.7854e-02 4.9332e-03 9.5596e-01 7.3863e-02 3.8889e-02 8.5715e-02
6219 3.7472e-03 8.8898e-03 2.8056e-02 4.9009e-03 9.5287e-01 7.4063e-02 3.8101e-02 8.4647e-02
6220 3.7624e-03 9.1867e-03 2.7731e-02 4.8162e-03 9.5764e-01 7.3839e-02 3.7921e-02 8.5065e-02
6221 3.7239e-03 8.7485e-03 2.8110e-02 4.8286e-03 9.5288e-01 7.3869e-02 3.7253e-02 8.4224e-02
6222 3.6784e-03 9.1589e-03 2.7704e-02 4.7718e-03 9.5615e-01 7.4284e-02 3.7511e-02 8.4258e-02
6223 3.7595e-03 8.9311e-03 2.7759e-02 4.7838e-03 9.5644e-01 7.4037e-02 3.6943e-02 8.4302e-02
6224 3.6935e-03 8.8738e-03 2.7802e-02 4.7782e-03 9.5293e-01 7.4553e-02 3.7315e-02 8.3537e-02
6225 3.7519e-03 9.2481e-03 2.7319e-02 4.7481e-03 9.5910e-01 7.4113e-02 3.7145e-02 8.4085e-02
6226 3.6789e-03 8.6700e-03 2.7861e-02 4.7795e-03 9.5203e-01 7.4341e-02 3.6847e-02 8.2864e-02
6227 3.6619e-03 9.3006e-03 2.7216e-02 4.7124e-03 9.5848e-01 7.4090e-02 3.6949e-02 8.3667e-02
6228 3.6529e-03 8.7148e-03 2.7688e-02 4.7581e-03 9.5417e-01 7.3996e-02 3.5715e-02 8.2832e-02
6229 3.6142e-03 9.0613e-03 2.7347e-02 4.6951e-03 9.5646e-01 7.4284e-02 3.6513e-02 8.3143e-02
6230 3.6853e-03 8.9044e-03 2.7331e-02 4.7301e-03 9.5674e-01 7.3733e-02 3.5626e-02 8.3209e-02
6231 3.5809e-03 8.8056e-03 2.7467e-02 4.7221e-03 9.5408e-01 7.4605e-02 3.6483e-02 8.2386e-02
6232 3.7451e-03 9.1509e-03 2.6931e-02 4.6965e-03 9.6030e-01 7.3331e-02 3.5582e-02 8.3524e-02
6233 3.5611e-03 8.4698e-03 2.7719e-02 4.7390e-03 9.4984e-01 7.5004e-02 3.6173e-02 8.1084e-02
6234 3.8694e-03 9.5959e-03 2.6402e-02 4.6224e-03 9.6550e-01 7.2625e-02 3.4546e-02 8.3801e-02
6235 3.6142e-03 8.0091e-03 2.8216e-02 4.7322e-03 9.4344e-01 7.5834e-02 3.5712e-02 7.9218e-02
6236 4.2908e-03 1.0369e-02 2.5623e-02 4.5184e-03 9.7365e-01 7.1223e-02 3.3408e-02 8.4740e-02
6237 3.9990e-03 7.3607e-03 2.9202e-02 4.7651e-03 9.3168e-01 7.7767e-02 3.6364e-02 7.5806e-02
6238 5.9259e-03 1.2066e-02 2.4287e-02 4.3736e-03 9.8822e-01 6.8354e-02 3.1320e-02 8.6484e-02
6239 6.0535e-03 6.5016e-03 3.1490e-02 4.8288e-03 9.0814e-01 8.1444e-02 3.7221e-02 6.8782e-02
6240 1.1522e-02 1.6295e-02 2.2160e-02 4.0881e-03 1.0070e+00 6.5115e-02 2.6327e-02 8.5397e-02
6241 9.2617e-03 6.1084e-03 3.5327e-02 4.6807e-03 8.9436e-01 7.8995e-02 3.7632e-02 6.4026e-02
6242 1.0247e-02 1.8593e-02 2.2257e-02 3.8564e-03 9.8416e-01 6.7509e-02 2.5744e-02 7.4496e-02
6243 3.3527e-03 6.4915e-03 3.2415e-02 4.0539e-03 9.6496e-01 6.5047e-02 2.6155e-02 7.7468e-02
6244 4.5405e-03 7.0850e-03 3.1367e-02 4.1142e-03 9.0630e-01 7.8182e-02 3.4168e-02 6.7292e-02
6245 9.5433e-03 1.6135e-02 2.3014e-02 3.7500e-03 1.0030e+00 6.6618e-02 1.8464e-02 7.8104e-02
6246 5.3778e-03 6.2173e-03 3.3701e-02 4.1409e-03 9.3226e-01 6.8217e-02 3.2228e-02 7.9824e-02
6247 4.6891e-03 1.0687e-02 2.6933e-02 4.2915e-03 9.2548e-01 7.3810e-02 2.5975e-02 7.1678e-02
6248 5.3732e-03 1.2364e-02 2.5056e-02 3.8532e-03 1.0162e+00 6.5880e-02 1.6074e-02 8.1136e-02
6249 4.5189e-03 6.4316e-03 3.4364e-02 4.2847e-03 8.8793e-01 6.7434e-02 2.7491e-02 7.6427e-02
6250 4.5469e-03 1.8374e-02 2.3393e-02 4.0176e-03 9.7233e-01 7.0484e-02 3.1048e-02 7.9225e-02
6251 5.5648e-03 7.3150e-03 2.8303e-02 4.3300e-03 9.6900e-01 6.6034e-02 1.0016e-02 7.5279e-02
6252 8.1969e-03 6.9753e-03 3.0467e-02 4.1159e-03 9.3293e-01 7.1827e-02 5.0417e-02 8.4910e-02
